BP CODE,NTW #,PROVIDER NAME,REGION,CITY,DISTRICT,TYPE,NTW 1,NTW 2,NTW 3,NTW 4,NTW 5,NTW 6,NTW 7,NTW 8,NTW 9,NTW 10,TEL,FAX,المدنة,المنطقة,اسم مقدم الخدمة
738,8,AL JAFEL INTERNATIONAL HOSPITAL,CENTRAL,RIYADH,AL BADIYAH,HOSPITAL,√,√,√,√,√,√,√,√,R,R,011-4322222,011-4300443,الراض,الوسطى,مستشفى الجافل الدولي
17,8,DAR AL SHEFA HOSPITAL,CENTRAL,RIYADH,AL KHAZZAN,HOSPITAL,√,√,√,√,√,√,√,√,R,R,011-4012029,011-4038343,الراض,الوسطى,مستشفى دار الشفاء
653,8,AL FALAH INTERNATIONAL HOSPITAL,CENTRAL,RIYADH,GHUBAIRA,HOSPITAL,√,√,√,√,√,√,√,√,R,R,011-4463737,011-2044346,الراض,الوسطى,مستشفى الفح الدولي
1369,10,SHOBRA MEDICAL CLINIC,CENTRAL,RIYADH,SHOBRA,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4483608,011-4483608,الراض,الوسطى,مجمع عادات شبرا الطبي
4254,10,DHAKA MEDICAL CENTER,CENTRAL,RIYADH,AL FOTA,CLINIC,√,√,√,√,√,√,√,√,√,√,011-2144765,011-2144765,الراض,الوسطى,مجمع عادات دكھ الطبي
176,10,MALAZ MEDICAL COMPLEX,CENTRAL,RIYADH,AL MALAZ,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4771515,011-4765391,الراض,الوسطى,مجمع عادات شركة الملز الطبة
327,10,FACTORIS  POLYCLINIC,CENTRAL,RIYADH,INDUSTRIAL,CLINIC,√,√,√,√,√,√,√,√,√,√,011-2652130,011-2651297,الراض,الوسطى,مجمع عادات المصانع الطبة
693,8,MADAAR AL SHEFA DENTAL POLYCLINIC,CENTRAL,RIYADH,AL QUDS,CENTER,√,√,√,√,√,√,√,√,−,−,011-2086177,011-2086185,الراض,الوسطى,مجمع عادات مدار الشفاء لطب اسنان (الروضة )
1950,8,MADAAR AL SHEFA DENTAL POLYCLINIC (BADER),CENTRAL,RIYADH,BADAR,CENTER,√,√,√,√,√,√,√,√,−,−,011-4234400,011-2086185,الراض,الوسطى,مركز مدار الشفاء لطب اسنان (حي بدر)
2046,6,AL ABRAG DENTAL CENTER,CENTRAL,RIYADH,AL SUWAIDI,CENTER,√,√,√,√,√,√,−,−,−,−,011-4246101,011-2670228,الراض,الوسطى,مركز ابراج لطب اسنان
2044,6,AL HAKIM POLYCLINIC,CENTRAL,RIYADH,AL ERAJA,CLINIC,√,√,√,√,√,√,−,−,−,−,011-4304747,011-2478840,الراض,الوسطى,مستوصف الحكم الطبي
2045,6,AL HAKIM DENTAL POLYCLINIC,CENTRAL,RIYADH,AL ERAJA,CENTER,√,√,√,√,√,√,−,−,−,−,011-2475516,011-2478840,الراض,الوسطى,مجمع عادات الحكم لطب اسنان
2047,6,AL NAKHEEL 1 TOP DENTAL POLYCLINIC,CENTRAL,RIYADH,AL SUWAIDI,CENTER,√,√,√,√,√,√,−,−,−,−,011-4181178,011-2478840,الراض,الوسطى,مجمع عادات قمة النخل لطب اسنان - 1
2048,6,AL FARABI TOP DENTAL CLINICS -2,CENTRAL,RIYADH,AL AQEEQ,CENTER,√,√,√,√,√,√,−,−,−,−,011-4852295,011-2478840,الراض,الوسطى,مجمع قمة الفارابي لطب اسنان - 2
2050,6,BASMAT ALFARABI DENTAL CLINIC 2 (RAM DENTAL 12),CENTRAL,RIYADH,AL AZIZIYAH,CENTER,√,√,√,√,√,√,−,−,−,−,011-4959485,011-2478840,الراض,الوسطى,مجمع بسمة الفارابي لطب اسنان -2
2051,6,BASMAT AL FARABI DENTAL CLINICS - 3,CENTRAL,RIYADH,AL WADI,CENTER,√,√,√,√,√,√,−,−,−,−,011-2105017,011-4959486,الراض,الوسطى,بسمة الفارابي لطب اسنان - 3
2165,6,BASMAT AL FARABI DENTAL CLINICS - 5,CENTRAL,RIYADH,AL BADIYAH,CENTER,√,√,√,√,√,√,−,−,−,−,011-2475372,011-2475372,الراض,الوسطى,بسمة الفارابي لطب اسنان - 5
2166,6,BASMAT AL FARABI DENTAL CLINICS - 4,CENTRAL,RIYADH,AL NASEEM,CENTER,√,√,√,√,√,√,−,−,−,−,011-2098183,011-2270525,الراض,الوسطى,بسمة الفارابي لطب اسنان - 4
2042,6,AL FARABI DENTAL POLYCLINIC,CENTRAL,RIYADH,AL BADIYAH,CENTER,√,√,√,√,√,√,−,−,−,−,011-4255987,011-4318081,الراض,الوسطى,مجمع عادات الفارابي لطب اسنان
3563,6,AL FARABI TOP DENTAL CLINICS - 3,CENTRAL,RIYADH,AL MANSURAH,CENTER,√,√,√,√,√,√,−,−,−,−,011-4278555,011-2478840,الراض,الوسطى,مجمع عادات قمة الفارابي لطب اسنان - 3
3505,6,AL FARABI OPTICAL CENTER (A),CENTRAL,RIYADH,ZUHRAT ALBADEA DISTRICT,CENTER,√,√,√,√,√,√,−,−,−,−,011-4302063,011-2478840,الراض,الوسطى,مركز الفارابي للنظارات فئة (أ)
1801,6,BASMAT AL FARABI MEDICAL COMPLEX (AL MAWIYAH CLINICS -5 PREV.),CENTRAL,RIYADH,AL SULAYMANIYH,CLINIC,√,√,√,√,√,√,−,−,−,−,011-4311644,011-4311732,الراض,الوسطى,مجمع بسمة الفارابي الطبي (عادات المئوھ سابقا)
4851,6,PANORAMA ALFARABI DENTAL CLINICS,CENTRAL,RIYADH,AL AZIZYAH,CLINIC,√,√,√,√,√,√,−,−,−,−,011-2300412,011-2300427,الراض,الوسطى,مجمع عادات بانوراما الفارابي لطب اسنان
4852,6,ZAHRAT ALFARABI DENTAL CENTER,CENTRAL,RIYADH,AL KHALEJ,CLINIC,√,√,√,√,√,√,−,−,−,−,011-4953322,011-4950022,الراض,الوسطى,مجمع عادات زھرة الفارابي لطب اسنان
2043,6,AL ANDALUS DENTAL POLYCLINIC,CENTRAL,RIYADH,AL ERAJA,CENTER,√,√,√,√,√,√,−,−,−,−,011-4318077,011-2478840,الراض,الوسطى,مجمع اندلس لطب اسنان
5507,6,LULUA ALFARABI DENTAL COMPLEX,CENTRAL,RIYADH,LABAN,CENTER,√,√,√,√,√,√,−,−,−,−,920008358,920008358,الراض,الوسطى,مجمع لؤلؤة الفرابي لطب اسنان
2416,8,ABAD SPECIALIZED CLINICS,CENTRAL,RIYADH,AL SULAYMANIYH,CLINIC,√,√,√,√,√,√,√,√,−,−,011-2016677,011-2016868,الراض,الوسطى,مجمع اباد التخصصي
2037,8,AL WATTAN MEDICAL CENTER (RIYADH),CENTRAL,RIYADH,AL RAWABI,CLINIC,√,√,√,√,√,√,√,√,−,−,011-4964439,011-4964439,الراض,الوسطى,مجمع الوطن الطبي 2
609,8,AL WATTAN CLINIC,CENTRAL,RIYADH,MANFOUHA,CLINIC,√,√,√,√,√,√,√,√,−,−,011-4588444,011-4581913,الراض,الوسطى,مجمع الوطن الطبي 1
527,8,SHOAA MEDICAL CLINIC,CENTRAL,RIYADH,AL WAROOD,CLINIC,√,√,√,√,√,√,√,√,−,−,011-4563777,011-2052613,الراض,الوسطى,مجمع شعاع الطبي
1229,8,AL KHAZAN DENTAL CENTER,CENTRAL,RIYADH,AL SHUMAISI,CENTER,√,√,√,√,√,√,√,√,−,−,011-4040446,011-2766002,الراض,الوسطى,مجمع عادات الخزان لطب اسنان
980,10,AL KHAZAN MEDICAL CLINIC,CENTRAL,RIYADH,ALISHA,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4355252,011-4355887,الراض,الوسطى,مستوصف الخزان الطبي
5368,10,AL KHAZAN MEDICAL POLYCLINIC - 2,CENTRAL,RIYADH,AL MARWAH,CLINIC,√,√,√,√,√,√,√,√,√,√,011-2713118,011-4218101,الراض,الوسطى,مجمع عادات الخزان الطبي - 2
3824,10,AL SAHAFA MEDICAL,CENTRAL,RIYADH,SAHAFA,CLINIC,√,√,√,√,√,√,√,√,√,√,920022717,011-2345540,الراض,الوسطى,مجمع عادات الصحافة الطبي
5161,8,ADWAA AL-ALAMI MEDICAL COMPLEX - MAROUJ,CENTRAL,RIYADH,AL MUROOJ,CENTER,√,√,√,√,√,√,√,√,−,−,011-4501149,011-4555974,الراض,الوسطى,مجمع عادات اضواء العالمي - المروج
1372,8,FAHAD DENTAL CENTER -1,CENTRAL,RIYADH,UTAIGA,CENTER,√,√,√,√,√,√,√,√,−,−,011-4597123,011-4597115,الراض,الوسطى,مجمع فھد لطب اسنان - 1
1791,8,FAHAD DENTAL CENTER -2,CENTRAL,RIYADH,RIYADH,CENTER,√,√,√,√,√,√,√,√,−,−,011-4612424,011-4627646,الراض,الوسطى,مجمع فھد لطب اسنان - 2
713,10,OLAYA CENTER COMPLEX,CENTRAL,RIYADH,AL OLAYA,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4632691,011-4626318,الراض,الوسطى,مجمع مركز عادات العلا
1300,8,RASEEL MEDICAL CENTER,CENTRAL,RIYADH,AL MANSURAH,CLINIC,√,√,√,√,√,√,√,√,−,−,011-2047700,011-2044242,الراض,الوسطى,مجمع مركز رسل الطبي
2077,10,SHAZA MEDICAL CLINIC,CENTRAL,RIYADH,ALRAWABI,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4917788,011-4965643,الراض,الوسطى,مجمع شذا الطبي العام
33,8,PEARL'S SMILE MEDICAL CENTRE (DR HIJAZY),CENTRAL,RIYADH,SULIMANYAH,CLINIC,√,√,√,√,√,√,√,√,−,−,011-4646334,011-4645675,الراض,الوسطى,مجمع عادات بسمة اللؤلؤ الطبي
234,6,AL ALAM POLYCLINIC,CENTRAL,RIYADH,AL RAWDA,CLINIC,√,√,√,√,√,√,−,−,−,−,011-2783330,011-2491187,الراض,الوسطى,مجمع عادات العلم الطبي
2151,8,MERAS - 4 MEDICAL COMPANY (SMILE EXPERTS PREV.),CENTRAL,RIYADH,AL BADIYAH,CENTER,√,√,√,√,√,√,√,√,−,−,011-4311188,011-4302215,الراض,الوسطى,شركة مراس اربعة الطبة (خبراء البسمة لطب اسنان سابقا)
2472,10,AL MASHFA MEDICAL CENTER,CENTRAL,RIYADH,AL QUDS,CLINIC,√,√,√,√,√,√,√,√,√,√,011-2088585,011-4453929,الراض,الوسطى,مجمع عادات المشفى الطبي
1692,8,DAWAAK MEDICAL CENTER,CENTRAL,RIYADH,AL FAYHA,CLINIC,√,√,√,√,√,√,√,√,−,−,011-2446677,011-4712010,الراض,الوسطى,مجمع عادات دوائك الطبي
31,8,MODERN MEDICAL COMPLEX,CENTRAL,RIYADH,AL RABWAH,CLINIC,√,√,√,√,√,√,√,√,−,−,011-4918003,011-4933115,الراض,الوسطى,مجمع عادات الطبي الحدث
1021,8,SUN CITYS POLYCLINIC,CENTRAL,RIYADH,AL BATHA,CLINIC,√,√,√,√,√,√,√,√,−,−,011-4068882,011-4068885,الراض,الوسطى,مجمع عادات شمس المدن
3511,8,ROAYA EYE CENTER,CENTRAL,RIYADH,AL OLAYA,CENTER,√,√,√,√,√,√,√,√,−,−,920007606,011-2154119,الراض,الوسطى,مركز رؤة لطب العون
5032,8,AL RAED CONSULTANT MEDICAL CENTER,CENTRAL,RIYADH,AL RAHMANIYAH,CENTER,√,√,√,√,√,√,√,√,−,−,920033560,011-2374525,الراض,الوسطى,مركز الرائد استشاري الطبي
3173,8,PIONEERS SPECIALIST MED CENTER,CENTRAL,RIYADH,AL AZIZIYAH,CLINIC,√,√,√,√,√,√,√,√,−,−,011-2130011,011-4957888,الراض,الوسطى,مركز الرواد التخصصي الطبي
1009,8,FEDAD SPECIALIST CLINIC DENTISTRY,CENTRAL,RIYADH,ALTAWOON,CENTER,√,√,√,√,√,√,√,√,−,−,011-2253440,011-2254333,الراض,الوسطى,مجمع عادات فداد لطب اسنان
251,4,AL MAWED CENTER (RIYADH),CENTRAL,RIYADH,AL WAROOD,CLINIC,√,√,√,√,−,−,−,−,−,−,011-4531714,011-2053193,الراض,الوسطى,مجمع عادات الموعد
375,8,CONSULTANT RADIOLOGIST (RIYADH),CENTRAL,RIYADH,AL OLAYA,CENTER,√,√,√,√,√,√,√,√,−,−,011-4612266,011-4629923,الراض,الوسطى,استشارون لشعة
5444,8,WORLD OF AUTISM,CENTRAL,RIYADH,ALWAHA,CENTER,√,√,√,√,√,√,√,√,−,−,011-2110675,011-2110675,الراض,الوسطى,مركز عالم التوحد للنطق والسمع
255,10,AL JAZEERA MEDICAL CLINIC,CENTRAL,RIYADH,ALNASEEM,CLINIC,√,√,√,√,√,√,√,√,√,√,011-2331290,011-2307118,الراض,الوسطى,مجمع الجزرة الطبي
270,10,HERAA MEDICAL CLINIC,CENTRAL,RIYADH,AL SUWAIDI,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4390040,011-4393508,الراض,الوسطى,مجمع حراء الطبي
1119,8,ADWAA AL-ALAMI MEDICAL COMPLEX ( AL SHAMAEL PREV.),CENTRAL,RIYADH,AL SUWAIDI,CLINIC,√,√,√,√,√,√,√,√,−,−,011-4286923,011-4244757,الراض,الوسطى,مجمع اضواء العالمي الطبي الشمائل سابقا
14,10,AL BUSTAN CLINIC,CENTRAL,RIYADH,UTAIGA,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4582140,011-4582227,الراض,الوسطى,مستوصف البستان الطبي
266,8,MEDICAL WORLD COMPLEX,CENTRAL,RIYADH,AL MALAZ,CLINIC,√,√,√,√,√,√,√,√,−,−,011-4731313,011-4731496,الراض,الوسطى,مجمع عادات عالم الطب
827,8,FAMILY SMILE COMPLEX,CENTRAL,RIYADH,AL MASEEF,CLINIC,√,√,√,√,√,√,√,√,−,−,011-4569729,011-4568009,الراض,الوسطى,مجمع ابتسامة العائلة
1018,10,MOTAMAYZOON MEDICAL CENTER,CENTRAL,RIYADH,ALNASEEM,CLINIC,√,√,√,√,√,√,√,√,√,√,011-2303434,011-2301414,الراض,الوسطى,مجمع عادات اطباء المتمزون الطبي
1590,8,AL SALAMAH CLINIC,CENTRAL,RIYADH,AL SHUMAISI,CLINIC,√,√,√,√,√,√,√,√,−,−,011-4118492,011-4119011,الراض,الوسطى,مجمع السمة الطبي
1204,8,DORRAT ARAM CLINIC,CENTRAL,RIYADH,AL RAYAN,CLINIC,√,√,√,√,√,√,√,√,−,−,011-2044405,011-2044407,الراض,الوسطى,مجمع  ارام الطبي
2141,8,AL AZHAR OPTICALS,CENTRAL,RIYADH,ALNASEEM,CENTER,√,√,√,√,√,√,√,√,−,−,011-2096004,011-2096004,الراض,الوسطى,مركز ازھار للبصرات
2271,10,OSRAT AL MAJD MEDICAL CENTER,CENTRAL,RIYADH,AL BADIYAH,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4182000,011-4181448,الراض,الوسطى,مجمع اسرة المجد
2182,10,CMAI MEDICAL CENTER,CENTRAL,RIYADH,AL FALAH,CLINIC,√,√,√,√,√,√,√,√,√,√,011-2005333,011-2005444,الراض,الوسطى,مجمع مركز سماي الطبي
899,10,NOZHA MEDICAL CENTER,CENTRAL,RIYADH,AL NOZHA,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4554400,011-2630654,الراض,الوسطى,مجمع النزھة الطبي
1230,10,AL AREDH CLINIC,CENTRAL,RIYADH,ALISHA,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4359460,011-4356044,الراض,الوسطى,مجمع العارض الطبي
1699,9,AL SHOROQ POLYCLINIC,CENTRAL,RIYADH,AL KHALEEJ,CLINIC,√,√,√,√,√,√,√,√,√,−,011-2339494,011-2339595,الراض,الوسطى,مجمع عادات طب الشروق الطبي
3666,10,AL WASAJ MEDICAL COMPLEX,CENTRAL,RIYADH,AL AZIZIYAH,CLINIC,√,√,√,√,√,√,√,√,√,√,920009131,011-4151515,الراض,الوسطى,مجمع الوسج الطبي
3553,10,AL BELAD MEDICAL CLINIC,CENTRAL,RIYADH,MANFOUHA,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4511895,011-4511898,الراض,الوسطى,مجمع البد الطبي
5170,10,SALAMATK MEDICAL COMPLEX,CENTRAL,RIYADH,AL NADWAH,CLINIC,√,√,√,√,√,√,√,√,√,√,011-2269733,011-2269744,الراض,الوسطى,مجمع سمتك الطبي - الراض
1162,8,AL BARAKAT OPTICAL CENTER,CENTRAL,RIYADH,ALMALAZ,CENTER,√,√,√,√,√,√,√,√,−,−,011-4722677,011-4777127,الراض,الوسطى,مركز البركات للبصرات
5353,8,AL BARAKAT HEARING AID CENTER,CENTRAL,RIYADH,AL MALAZ,CENTER,√,√,√,√,√,√,√,√,−,−,011-4777127,011-4769105,الراض,الوسطى,مركز البركات للعناة السمعة
5164,8,MUGLA OPTICAL COMPANY,CENTRAL,RIYADH,AL RAWDHAH,CENTER,√,√,√,√,√,√,√,√,−,−,011-2222299,011-2456858,الراض,الوسطى,شركة مقلة للبصرات
1301,8,DORAT AL MAHA OPTIC,CENTRAL,RIYADH,MALAZ DISTRICT,CENTER,√,√,√,√,√,√,√,√,−,−,011-4778718,011-4791495,الراض,الوسطى,مركز درة المھا للبصرات (الملز)
2180,8,DORAT AL MAHA OPTIC (ALSHMASI),CENTRAL,RIYADH,ALSHMASI,CENTER,√,√,√,√,√,√,√,√,−,−,011-2876858,011-2876858,الراض,الوسطى,مركز درة المھا للنظارات (الشمسي)
3642,8,DAR AL QASR OPTICAL CENTER 1,CENTRAL,RIYADH,ishbelya,CENTER,√,√,√,√,√,√,√,√,−,−,011-4983059,011-2378640,الراض,الوسطى,مركز دار القصر للبصرات 1
3643,8,DAR AL QASR OPTICAL CENTER 2,CENTRAL,RIYADH,ALRAWDHAH,CENTER,√,√,√,√,√,√,√,√,−,−,011-4983059,011-2378640,الراض,الوسطى,مركز دار القصر للبصرات 2
3644,8,DAR AL QASR OPTICAL CENTER 3,CENTRAL,RIYADH,QORTOBA,CENTER,√,√,√,√,√,√,√,√,−,−,011-4983059,011-2378640,الراض,الوسطى,مركز دار القصر للبصرات 3
3646,8,DAR AL QASR OPTICAL CENTER 4,CENTRAL,RIYADH,ALKALEJ,CENTER,√,√,√,√,√,√,√,√,−,−,011-4983059,011-2378640,الراض,الوسطى,مركز دار القصر للبصرات 4
3713,8,DAR AL QASR OPTICAL CENTER 5,CENTRAL,RIYADH,ALKALEJ,CENTER,√,√,√,√,√,√,√,√,−,−,011-4983059,011-2378640,الراض,الوسطى,مركز دار القصر للبصرات - 5
3645,8,DAR AL QASR OPTICAL CENTER 6,CENTRAL,RIYADH,THHARAT ALBDEA,CENTER,√,√,√,√,√,√,√,√,−,−,011-4983059,011-2378640,الراض,الوسطى,مركز دار القصر للبصرات 6
3714,8,DAR AL QASR OPTICAL CENTER 7,CENTRAL,RIYADH,ALKALEJ,CENTER,√,√,√,√,√,√,√,√,−,−,011-4983059,011-2378640,الراض,الوسطى,مركز دار القصر للبصرات - 7
2456,8,HAKEEM EYOUN (RAWDAH),CENTRAL,RIYADH,RAWDAH,CENTER,√,√,√,√,√,√,√,√,−,−,011-2097089,011-4942483,الراض,الوسطى,مركز حكم عون للبصرات (الروضة)
2458,8,HAKEEM EYOUN (YARMOK),CENTRAL,RIYADH,YARMOK,CENTER,√,√,√,√,√,√,√,√,−,−,011-2457512,011-4942483,الراض,الوسطى,مركزحكم عون للبصرات (الرموك)
2459,8,HAKEEM EYOUN (EL SAHAAFA),CENTRAL,RIYADH,SAHAAFA,CENTER,√,√,√,√,√,√,√,√,−,−,011-4873611,011-4942483,الراض,الوسطى,مركز حكم عون للبصرات (حي الصحافة)
3641,8,AYWN ALGAD OPTICAL CENTER,CENTRAL,RIYADH,ALNAHDHAH,CENTER,√,√,√,√,√,√,√,√,−,−,011-4983059,011-2378640,الراض,الوسطى,مركز عون الغد للبصرات
3998,4,AL DAWAA MEDICAL SERVICES CO.,CENTRAL,RIYADH,QURTUBA,PHARMACY,√,√,√,√,−,−,−,−,−,−,013-8677776,013-8670201,الراض,الوسطى,مجموعة صدلات الدواء
1005,10,ADWAA DORET AL ALAMI POLYCLINIC (RAWDA),CENTRAL,RIYADH,KING FAISAL,CLINIC,√,√,√,√,√,√,√,√,√,√,011-2481400,011-2482991,الراض,الوسطى,مجمع اضواء درة العالمي الطبي
274,10,ADWAA AL ALAMI POLYCLINIC (AZIZIA),CENTRAL,RIYADH,ALAZIZIA,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4954563,011-2130845,الراض,الوسطى,مجمع عادات اضواء العالمي الطبي
616,8,AL OSRAH MEDICAL COMPLEX-1 (BADIEA),CENTRAL,RIYADH,AL BADIYAH,CLINIC,√,√,√,√,√,√,√,√,−,−,011-4262233,011-4241376,الراض,الوسطى,مجمع طب اسرة الطبي ( البدعھ )
5299,10,TOP MEDICINE MEDICAL COMPLEX,CENTRAL,RIYADH,WADI LABAN,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4320099,011-4320088,الراض,الوسطى,مجمع قمة الطب الطبي
5312,8,RIVER OF HEALTH MEDICAL CENTER,CENTRAL,RIYADH,AL NADWAH,CLINIC,√,√,√,√,√,√,√,√,−,−,011-2692080,011-2023373,الراض,الوسطى,مجمع عادات نھر الصحة الطبي
5326,10,RENAL MEDICAL COMPLEX,CENTRAL,RIYADH,QURTUBA,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4444446,011-4941659,الراض,الوسطى,مجمع رنال الطبي
5440,10,ATLAS INTERNATIONAL MEDICAL COMPLEX,CENTRAL,RIYADH,ALMUNISIYA,CLINIC,√,√,√,√,√,√,√,√,√,√,920010107,-,الراض,الوسطى,مجمع اطلس الدولي الطبي
5339,10,ADWAA ALALAMI MEDICAL COMPLEX - AQEEQ,CENTRAL,RIYADH,AQEEQ,CLINIC,√,√,√,√,√,√,√,√,√,√,011-8131835,011-8131835,الراض,الوسطى,مجمع عادات اضواء العالمي الطبي - العقق
5480,10,ALALAMI MEDICAL COMPLEX,CENTRAL,RIYADH,ALMANSOURAH,CLINIC,√,√,√,√,√,√,√,√,√,√,011-4111379,011-4111379,الراض,الوسطى,مجمع العالمي الطبي
5481,8,ADWAA ALALAMI MEDICAL COMPLEX,CENTRAL,RIYADH,ALDAR ALBYDA,CLINIC,√,√,√,√,√,√,√,√,−,−,011-2634887,011-2634887,الراض,الوسطى,مجمع اضواء العالمي الطبي
5363,9,ALGHAD MEDICAL SPECIALIZED CO. COMPLEX,CENTRAL,RIYADH,LABAN,CLINIC,√,√,√,√,√,√,√,√,√,−,011-2155551,011-4550317,الراض,الوسطى,مجمع عادات شركة الغد المتخصصة الطبي
1160,9,NOON MEDICAL COMPANY -2,CENTRAL,RIYADH,UMM AL HAMMAM,CLINIC,√,√,√,√,√,√,√,√,√,−,011-4822198,011-4823391,الراض,الوسطى,شركة نون الطبة - 2
4390,9,NOON MEDICAL COMPANY -1,CENTRAL,RIYADH,AL KHALIDIA,CLINIC,√,√,√,√,√,√,√,√,√,−,011-4822198,011-4823391,الراض,الوسطى,مجمع عادات شركة نون الطبة - 1
